Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,SeasonStart,ScoreDetail,Match
2024-02-29,Örebro HK,Luleå HF,2,1,2023-24,2023,"(1-0, 0-0, 1-1)",Örebro HK - Luleå HF
2024-02-29,HV 71,MoDo Hockey,1,4,2023-24,2023,"(0-1, 0-1, 1-2)",HV 71 - MoDo Hockey
2024-02-29,Växjö Lakers HC,Linköping HC,5,2,2023-24,2023,"(2-1, 1-0, 2-1)",Växjö Lakers HC - Linköping HC
2024-02-29,IF Malmö Redhawks,IK Oskarshamn,4,1,2023-24,2023,"(2-0, 1-1, 1-0)",IF Malmö Redhawks - IK Oskarshamn
2024-03-02,Luleå HF,Rögle BK,1,2,2023-24,2023,"(0-0, 1-1, 0-0, 0-0, 0-1)",Luleå HF - Rögle BK
2024-03-02,Linköping HC,HV 71,4,1,2023-24,2023,"(0-1, 3-0, 1-0)",Linköping HC - HV 71
2024-03-02,Frölunda HC,MoDo Hockey,4,1,2023-24,2023,"(1-0, 2-0, 1-1)",Frölunda HC - MoDo Hockey
2024-03-02,Timrå IK,Skellefteå AIK,3,5,2023-24,2023,"(0-1, 3-2, 0-2)",Timrå IK - Skellefteå AIK
2024-03-02,Leksands IF,IF Malmö Redhawks,4,1,2023-24,2023,"(0-1, 2-0, 2-0)",Leksands IF - IF Malmö Redhawks
2024-03-02,Örebro HK,Växjö Lakers HC,1,2,2023-24,2023,"(1-0, 0-2, 0-0)",Örebro HK - Växjö Lakers HC
2024-03-02,IK Oskarshamn,Färjestad BK,1,4,2023-24,2023,"(1-2, 0-0, 0-2)",IK Oskarshamn - Färjestad BK
2024-03-05,Skellefteå AIK,Färjestad BK,2,3,2023-24,2023,"(0-1, 1-1, 1-1)",Skellefteå AIK - Färjestad BK
2024-03-05,Timrå IK,IK Oskarshamn,4,3,2023-24,2023,"(1-1, 1-0, 1-2, 1-0)",Timrå IK - IK Oskarshamn
2024-03-05,MoDo Hockey,Luleå HF,2,3,2023-24,2023,"(0-1, 0-1, 2-0, 0-1)",MoDo Hockey - Luleå HF
2024-03-05,Frölunda HC,Linköping HC,3,2,2023-24,2023,"(0-0, 1-1, 1-1, 1-0)",Frölunda HC - Linköping HC
2024-03-05,HV 71,Örebro HK,3,2,2023-24,2023,"(2-1, 0-1, 1-0)",HV 71 - Örebro HK
2024-03-05,Rögle BK,Leksands IF,1,2,2023-24,2023,"(0-0, 0-1, 1-1)",Rögle BK - Leksands IF
2024-03-05,IF Malmö Redhawks,Växjö Lakers HC,3,1,2023-24,2023,"(1-1, 1-0, 1-0)",IF Malmö Redhawks - Växjö Lakers HC
2024-03-07,Luleå HF,Frölunda HC,2,4,2023-24,2023,"(1-1, 0-1, 1-2)",Luleå HF - Frölunda HC
2024-03-07,Leksands IF,MoDo Hockey,6,3,2023-24,2023,"(3-2, 1-1, 2-0)",Leksands IF - MoDo Hockey
2024-03-07,Färjestad BK,IF Malmö Redhawks,5,4,2023-24,2023,"(1-0, 2-1, 2-3)",Färjestad BK - IF Malmö Redhawks
2024-03-07,Örebro HK,Skellefteå AIK,0,6,2023-24,2023,"(0-1, 0-3, 0-2)",Örebro HK - Skellefteå AIK
2024-03-07,Linköping HC,Timrå IK,5,4,2023-24,2023,"(1-1, 1-1, 2-2, 0-0, 1-0)",Linköping HC - Timrå IK
2024-03-07,IK Oskarshamn,Rögle BK,0,3,2023-24,2023,"(0-0, 0-0, 0-3)",IK Oskarshamn - Rögle BK
2024-03-07,Växjö Lakers HC,HV 71,4,2,2023-24,2023,"(0-2, 1-0, 3-0)",Växjö Lakers HC - HV 71
2024-03-09,Skellefteå AIK,Växjö Lakers HC,4,0,2023-24,2023,"(0-0, 1-0, 3-0)",Skellefteå AIK - Växjö Lakers HC
2024-03-09,Timrå IK,Luleå HF,2,3,2023-24,2023,"(1-1, 1-1, 0-1)",Timrå IK - Luleå HF
2024-03-09,Frölunda HC,Färjestad BK,5,4,2023-24,2023,"(2-1, 2-2, 0-1, 0-0, 1-0)",Frölunda HC - Färjestad BK
2024-03-09,Rögle BK,Linköping HC,5,2,2023-24,2023,"(2-1, 1-0, 2-1)",Rögle BK - Linköping HC
2024-03-09,MoDo Hockey,IF Malmö Redhawks,6,4,2023-24,2023,"(3-1, 1-1, 2-2)",MoDo Hockey - IF Malmö Redhawks
2024-03-09,HV 71,Leksands IF,1,2,2023-24,2023,"(0-1, 1-0, 0-1)",HV 71 - Leksands IF
2024-03-09,IK Oskarshamn,Örebro HK,3,1,2023-24,2023,"(2-0, 0-0, 1-1)",IK Oskarshamn - Örebro HK
2024-03-12,Leksands IF,Timrå IK,2,1,2023-24,2023,"(1-0, 0-0, 1-1)",Leksands IF - Timrå IK
2024-03-12,Färjestad BK,Luleå HF,2,3,2023-24,2023,"(1-2, 1-0, 0-0, 0-1)",Färjestad BK - Luleå HF
2024-03-12,Linköping HC,Örebro HK,2,3,2023-24,2023,"(1-0, 1-1, 0-1, 0-0, 0-1)",Linköping HC - Örebro HK
2024-03-12,Frölunda HC,Skellefteå AIK,4,2,2023-24,2023,"(1-1, 1-0, 2-1)",Frölunda HC - Skellefteå AIK
2024-03-12,Växjö Lakers HC,IK Oskarshamn,3,1,2023-24,2023,"(1-1, 1-0, 1-0)",Växjö Lakers HC - IK Oskarshamn
2024-03-12,Rögle BK,MoDo Hockey,1,0,2023-24,2023,"(0-0, 0-0, 0-0, 1-0)",Rögle BK - MoDo Hockey
2024-03-12,IF Malmö Redhawks,HV 71,4,3,2023-24,2023,"(0-0, 2-1, 2-2)",IF Malmö Redhawks - HV 71
